province,district,palika,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,maize_urea_total,maize_dap,maize_mop,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,OC,P_Olsen,Exch_K,n_supply,p_supply,k_supply,rec_N_kg_ha,rec_P2O5_kg_ha,rec_K2O_kg_ha
Province 5,Kapilbastu,Krishnanagar Nagarpalika,27.5,82.8,7.8,2.39,0.12,26.01,183.86,17.54,13.82,70.91,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,13.8631090487239,10.003846153846155,1.5011194176667322,113.12296983758702,1.993628413349993,7.25839776119966,173.75406032482596,435.17295466714256,466.4346774178968
Province 5,Kapilbastu,Krishnanagar Nagarpalika,27.5,82.85,7.79,2.45,0.12,24.86,183.96,14.61,15.82,69.9,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,14.211136890951277,9.561538461538461,1.501935864646862,115.72128770301626,1.7862339929502054,7.210093245597081,168.55742459396748,437.5476207807201,466.55157434565507
Province 5,Kapilbastu,Maharajgunj Nagarpalika,27.5,82.95,7.62,2.23,0.12,28.55,199.19,18.15,17.1,66.01,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.935034802784223,10.98076923076923,1.6262807397206371,101.59176334106729,4.076973362484382,10.490956016008898,196.81647331786542,411.31865499955387,458.61188644125843
Province 5,Kapilbastu,Yashodhara Gaunpalika,27.5,83.0,7.36,1.78,0.1,38.47,170.76,21.22,14.71,65.86,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.324825986078887,14.796153846153846,1.3941648632697226,76.52761020881671,7.669826343030518,14.074562644728678,246.94477958236658,370.1804883723005,449.9395583997566
Province 5,Kapilbastu,Yashodhara Gaunpalika,27.5,83.05,7.09,1.73,0.09,30.75,152.11,20.83,13.6,66.57,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.034802784222737,11.826923076923077,1.2418975014755065,69.77198375870069,7.339231405050866,15.873667696323052,260.45603248259863,373.9658004121676,445.5857241748982
Province 5,Kapilbastu,Mayadevi Gaunpalika,27.5,83.15,7.16,1.69,0.08,26.67,160.25,22.76,12.59,66.68,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.80278422273782,10.257692307692308,1.3083562856580757,69.32529002320186,6.2514610030340885,16.19955170369738,261.3494199535963,386.4207715152597,444.7970848770523
Province 5,Rupandehi,Rohini Gaunpalika,27.5,83.5,7.3,1.99,0.1,84.11,116.5,29.67,20.06,50.49,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,11.54292343387471,32.35,0.9511607318512687,84.37877030162413,16.801203596287706,9.21322840178811,231.24245939675174,265.6262188225058,461.70398726767274
Province 5,Kapilbastu,Mayadevi Gaunpalika,27.5,83.1,6.9,1.65,0.08,23.4,151.87,21.12,12.14,67.61,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.5707656612529,9.0,1.239938028723195,63.45417633410673,6.4931119489559155,18.691906538583776,273.09164733178653,383.6538681844548,438.76558617662727
Province 5,Rupandehi,Lumbini sanskritik Nagarpalika,27.5,83.3,6.72,1.55,0.09,37.92,130.93,27.09,16.71,57.21,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,8.990719257540604,14.584615384615384,1.0689740310840055,56.85730858468678,9.62342138140282,18.854937283987283,286.2853828306264,347.8118251829377,438.3710517727508
Province 5,Nawalparasi_w,Ramgram Nagarpalika,27.5,83.65,7.65,1.69,0.09,73.65,110.5,24.95,20.7,54.54,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,9.80278422273782,28.326923076923077,0.902173913043478,77.49100928074247,12.924022008299124,7.085677201060727,245.01798143851505,310.019948004975,466.85266117343303
Province 5,Rupandehi,Lumbini sanskritik Nagarpalika,27.5,83.25,6.35,1.62,0.08,31.48,129.1,29.35,13.45,60.8,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,9.396751740139212,12.107692307692307,1.054033051347629,53.514501160092806,9.141266397465644,21.671172110745065,292.9709976798144,353.3324997490184,431.5557634919969
Province 5,Nawalparasi_w,Ramgram Nagarpalika,27.5,83.7,7.4,1.35,0.08,34.47,92.31,27.7,20.93,52.07,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,7.830626450116009,13.257692307692308,0.7536622073578595,58.57308584686775,6.683660538996964,9.163001731205558,282.8538283062645,381.47208682848475,461.82553581048256
Province 5,Nawalparasi_w,Bardaghat Nagarpalika,27.5,83.8,6.64,2.86,0.09,77.76,113.64,49.0,19.23,29.66,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,16.589327146171694,29.907692307692308,0.9278103482195552,102.65475638051043,19.57098768516866,10.193071724731922,194.69048723897913,233.91219100481885,459.3327664261488
Province 5,Nawalparasi_w,Bardaghat Nagarpalika,27.5,83.75,6.99,1.77,0.08,43.09,117.6,31.72,38.19,31.7,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.266821345707658,16.573076923076925,0.9601416486326971,69.63984918793506,10.118986402373729,12.89854033123429,260.7203016241299,342.1376056928208,452.78553239841295
Province 5,Nawalparasi_w,Ramgram Nagarpalika,27.5,83.6,7.8,1.63,0.09,61.63,113.28,24.64,20.55,56.58,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,9.45475638051044,23.703846153846154,0.9248711390910879,77.1508120649652,9.800240942352312,6.160362571228193,245.6983758700696,345.787241210066,469.0919225776277
Province 5,Rupandehi,Siddharthanagar Nagarpalika,27.5,83.45,7.08,1.92,0.1,81.75,139.69,34.3,20.66,47.53,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,11.1368909512761,31.44230769230769,1.1404947865433797,77.24547563805103,17.345803498126003,13.469811255505189,245.50904872389793,259.39054994645727,451.4030567616774
Province 5,Rupandehi,Rohini Gaunpalika,27.5,83.55,7.49,1.86,0.1,70.43,118.38,27.85,20.28,52.59,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.788863109048725,27.08846153846154,0.96650993507771,82.35139211136892,13.128670734427985,8.33626787871364,235.29721577726215,307.67672009079956,463.826231733513
Province 5,Rupandehi,Siddharthanagar Nagarpalika,27.5,83.4,6.99,1.77,0.09,54.84,112.46,28.57,17.85,53.3,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,10.266821345707658,21.092307692307692,0.918176273854023,69.63984918793506,12.378601786989112,12.334777599069797,260.7203016241299,316.2650095389747,454.14983821025106
Province 5,Kapilbastu,Suddhodhan Gaunpalika,27.5,83.2,6.58,1.61,0.08,21.04,128.7,25.17,11.31,64.62,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.338747099767982,8.092307692307692,1.0507672634271097,56.83561484918794,6.764943289309299,19.389696194251343,286.3287703016241,380.5413993374085,437.0769352099117
Province 5,Kapilbastu,Krishnanagar Nagarpalika,27.55,82.75,7.77,1.86,0.1,24.42,185.96,22.34,13.65,68.49,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.788863109048725,9.392307692307693,1.5182648042494589,87.4868909512761,2.557180818311622,9.464863391341527,225.0262180974478,428.72027963033196,461.0950305929535
Province 5,Kapilbastu,Krishnanagar Nagarpalika,27.55,82.85,7.87,1.78,0.09,24.6,176.35,18.83,14.54,68.64,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.324825986078887,9.461538461538462,1.439804249458981,85.4792343387471,2.0261036275209703,8.03266997854113,229.0415313225058,434.8011134648849,464.5609386519305
Province 5,Kapilbastu,Maharajgunj Nagarpalika,27.55,82.95,7.51,2.16,0.11,63.29,243.19,22.65,19.09,57.76,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,12.529002320185615,24.342307692307692,1.9855174109777685,96.0598607888631,11.55701347492415,14.806019295527852,207.8802784222738,325.6721957121185,448.1694333048226
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.55,83.25,6.5,1.63,0.09,47.85,119.82,30.5,14.49,56.12,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,9.45475638051044,18.403846153846153,0.9782667715915797,56.25580046403712,12.097442218454399,18.61719741940482,287.48839907192576,319.48428659869717,438.94638224504035
Province 5,Kapilbastu,Suddhodhan Gaunpalika,27.55,83.2,6.61,1.65,0.08,29.87,133.98,27.49,11.0,63.44,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.5707656612529,11.488461538461538,1.0938756639779657,58.73578886310905,8.470774417722648,19.478854019451543,282.52842227378187,361.00963291707563,436.86117327292726
Province 5,Kapilbastu,Mayadevi Gaunpalika,27.55,83.15,7.19,1.77,0.09,30.85,166.56,23.26,13.54,64.19,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.266821345707658,11.865384615384615,1.359874090104269,73.13056844547565,6.9817817798500785,15.848870059113851,253.7388631090487,378.05859862071657,445.6457344569444
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.55,83.3,6.56,1.81,0.1,54.32,101.97,32.09,16.59,51.11,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,10.498839907192576,20.892307692307693,0.8325309856384023,63.538979118329465,13.54457147956452,14.107051541831867,272.9220417633411,302.9146565589863,449.86093526876687
Province 5,Kapilbastu,Maharajgunj Nagarpalika,27.55,82.9,7.97,2.0,0.1,23.48,182.95,19.77,14.51,67.28,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,11.600928074245939,9.03076923076923,1.4936897501475503,98.01624129930394,0.6968521327860095,6.363363476803515,203.96751740139212,450.02104307960025,468.6006603861355
Province 5,Kapilbastu,Krishnanagar Nagarpalika,27.55,82.8,7.9,2.12,0.1,29.7,209.1,19.02,13.34,69.19,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,12.296983758700698,11.423076923076922,1.7071906354515047,102.43387470997682,2.2468632875245373,7.8387695015582155,195.13225058004636,432.273415357844,465.0301778062291
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.55,83.05,6.93,1.82,0.1,71.16,206.07,27.83,15.37,57.58,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,10.556844547563806,27.369230769230768,1.6824522919535705,70.53027842227378,15.781653377654827,22.96681445221347,258.9394431554524,277.30006882585224,428.4203090256434
Province 5,Rupandehi,Siyari Gaunpalika,27.55,83.35,6.84,1.87,0.1,60.14,98.91,32.16,16.81,49.72,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.846867749419955,23.13076923076923,0.8075477080464292,70.80835266821346,14.022417097983222,11.396944140426033,258.3832946635731,297.4433242280921,456.419395180169
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.55,83.1,6.87,1.65,0.08,28.05,145.18,25.08,11.06,64.41,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.5707656612529,10.788461538461538,1.1853177257525083,62.96606728538282,7.476279058093877,18.20354709526526,274.06786542923436,372.39660478482506,439.94741602945805
Province 5,Rupandehi,Omsatiya Gaunpalika,27.55,83.5,6.82,1.96,0.1,83.79,116.93,32.53,19.59,46.81,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.368909512761022,32.22692307692308,0.9546714538658272,73.82969837587008,18.754800285561306,13.111883655447036,252.34060324825984,243.25753673032304,452.2692415538182
Province 5,Rupandehi,Siyari Gaunpalika,27.55,83.45,6.64,1.95,0.1,78.85,95.34,32.91,18.54,46.29,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.310904872389791,30.326923076923073,0.7784005508557937,69.99187935034803,18.311512582545063,11.887086114850087,260.01624129930394,248.33318092985903,455.23325160206275
Province 5,Nawalparasi_w,Ramgram Nagarpalika,27.55,83.6,7.01,1.69,0.09,74.84,139.69,28.01,16.8,57.16,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,9.80278422273782,28.784615384615385,1.1404947865433797,66.82558004640372,16.073313637783333,15.70188330947138,266.34883990719254,273.9605588473808,446.00144239107925
Province 5,Nawalparasi_w,Ramgram Nagarpalika,27.55,83.65,7.07,1.61,0.1,55.89,106.33,30.48,17.49,55.33,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.338747099767982,21.496153846153845,0.8681280739720636,64.61479118329467,12.145550385953952,11.93117127508533,270.77041763341066,318.93344808082725,455.12656551429353
Province 5,Rupandehi,Devdaha Nagarpalika,27.55,83.55,6.78,1.85,0.1,75.71,123.01,32.52,20.01,47.61,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.730858468677496,29.119230769230764,1.0043114302577216,68.9564965197216,17.172901347492413,14.817716180289658,262.0870069605568,261.3702795712119,448.141126843699
Province 5,Nawalparasi_w,Bardaghat Nagarpalika,27.55,83.75,6.88,1.58,0.11,24.01,96.74,47.25,22.57,26.61,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.164733178654293,9.234615384615385,0.7898308085776115,60.450580046403715,6.582959664465465,12.485299233983689,279.09883990719254,382.6251118418704,453.7855758537595
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.55,83.7,7.43,1.6,0.09,25.03,93.67,32.56,31.04,35.14,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.280742459396752,9.626923076923077,0.7647658862876254,69.89327146171694,4.74053810458683,7.904237646330438,260.2134570765661,403.72083870248076,464.87174489588034
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.6,82.85,7.42,2.13,0.12,79.6,290.56,27.72,19.56,55.22,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,12.354988399071924,30.615384615384613,2.372268345465276,92.83538283062643,15.27223349098697,19.52857846754225,214.32923433874714,283.13292652819916,436.74084010854773
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.6,82.8,7.4,1.7,0.09,32.22,207.54,22.77,13.33,67.06,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.860788863109049,12.392307692307691,1.694454062561479,73.75870069605568,6.265179368195607,17.139762557294567,252.48259860788863,386.2636962341603,442.5217746113471
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.6,82.75,7.3,1.92,0.1,39.13,232.67,23.68,13.36,67.28,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,11.1368909512761,15.05,1.8996271886681093,81.41067285382829,8.12917633410673,18.959613700871213,237.17865429234342,364.9209309744779,438.11773484389164
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.6,82.9,7.48,1.62,0.09,61.44,207.0,25.73,19.77,51.85,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,9.396751740139212,23.63076923076923,1.6900452488687783,71.56566125290024,11.502284847403173,16.48497209469029,256.8686774941995,326.29883849723365,444.1063675308495
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,83.0,7.36,1.79,0.1,174.59,291.52,29.1,18.76,51.78,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,10.382830626450117,67.15,2.3801062364745227,76.95754060324826,33.84827610208817,23.917402561190116,246.08491879350348,70.43723863109044,426.11988580191996
Province 5,Kapilbastu,Maharajgunj Nagarpalika,27.6,82.95,7.56,1.57,0.09,118.63,278.44,29.69,20.55,47.19,10.510000000000002,0.9,3.34,direct_overlay,False,0,direct_overlay,9.106728538283063,45.62692307692307,2.273314971473539,70.5953596287703,22.122442976976618,20.958262089948555,258.8092807424594,204.6980279136177,433.28100574232445
Province 5,Rupandehi,Kanchan Gaunpalika,27.6,83.25,6.66,1.57,0.09,52.16,71.81,35.44,13.82,50.02,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,9.106728538283063,20.061538461538458,0.5862905764312414,56.662064965197224,12.523918302694982,10.580313544954636,286.67587006960554,314.60113543414246,458.39564122120976
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.15,6.86,1.92,0.1,59.35,118.42,33.96,14.11,50.62,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,11.1368909512761,22.826923076923077,0.9668365138697619,73.08027842227378,13.869925575584507,13.187933644610231,253.83944315545244,299.1893521595574,452.0852005800432
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.2,6.72,2.0,0.11,64.33,86.26,35.17,16.54,47.53,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,11.600928074245939,24.74230769230769,0.7042671650600039,73.36426914153131,15.379042477244333,10.076458106876792,253.27146171693738,281.9099636355524,459.61497138135815
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.6,83.35,7.05,1.75,0.09,81.95,83.93,36.18,18.76,45.13,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.150812064965198,31.51923076923077,0.6852439504229786,69.88834106728538,17.35392730456898,8.922662919404942,260.22331786542924,259.29753236268516,462.40715573503996
Province 5,Rupandehi,Gaidahawa Gaunpalika,27.6,83.3,6.7,1.62,0.09,59.96,76.99,34.97,15.28,48.6,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,9.396751740139212,23.06153846153846,0.6285825300019672,59.10556844547565,14.013860878101017,10.81993181219272,281.7888631090487,297.54129294574335,457.8157650144936
Province 5,Rupandehi,Siyari Gaunpalika,27.6,83.4,6.71,1.85,0.11,77.28,99.65,34.57,20.04,45.13,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.730858468677496,29.723076923076924,0.8135894156993901,67.67952436194896,17.670689418615027,12.492309649077962,264.6409512761021,255.67060615685796,453.76861064923133
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.6,83.1,7.05,1.75,0.09,45.68,171.04,30.54,12.96,56.4,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,10.150812064965198,17.569230769230767,1.396450914814086,69.88834106728538,10.37892730456898,18.183394087156216,260.22331786542924,339.1612823626851,439.99618630908196
Province 5,Rupandehi,Tillotama Nagarpalika,27.6,83.5,6.51,1.89,0.1,80.25,58.61,36.22,16.67,46.78,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.962877030162412,30.865384615384613,0.4785195750541018,65.41548723897911,18.770696513028735,8.024664274673038,269.1690255220418,243.075524925821,464.5803124552913
Province 5,Rupandehi,Tillotama Nagarpalika,27.6,83.45,6.64,1.82,0.1,80.91,76.48,36.54,19.04,44.39,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.556844547563806,31.119230769230768,0.6244186504033051,65.32575406032483,18.497796359093343,10.098274264319414,269.3484918793504,246.20023168838122,459.56217628034705
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.6,83.65,7.15,1.64,0.09,45.67,102.15,36.39,15.68,47.85,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.51276102088167,17.565384615384616,0.8340005902026361,67.11252900232019,9.91054903623059,10.660440320944714,265.77494199535965,344.5242135351597,458.20173442331384
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,83.05,7.07,1.87,0.1,158.34,297.27,31.89,17.61,50.5,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,10.846867749419955,60.9,2.4270519378319886,75.04947795823668,32.07315240719257,29.50714904515215,249.90104408352664,90.76240493764503,412.5926993107318
Province 5,Nawalparasi_w,Sunwal Nagarpalika,27.6,83.7,7.18,1.6,0.09,35.21,102.09,40.27,16.42,39.34,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,9.280742459396752,13.542307692307693,0.8335107220145583,65.94895591647331,7.757975191861504,10.627541908752185,268.10208816705335,369.17118405318575,458.28134858081967
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.65,82.8,7.17,1.77,0.1,76.07,270.95,29.65,15.32,59.37,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,10.266821345707658,29.257692307692302,2.2121630926618137,72.78149651972159,15.76273957031947,26.175626991568382,254.43700696055683,277.5166319198421,420.6549826804045
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.65,82.85,7.32,1.77,0.1,80.69,288.95,27.01,18.2,56.63,9.74,2.89,2.67,direct_overlay,False,0,direct_overlay,10.266821345707658,31.034615384615382,2.3591235490851856,75.39953596287704,15.980135998572191,24.766292797889204,249.20092807424592,275.0274428163484,424.0655714291081
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.65,82.9,7.35,1.71,0.1,112.62,358.49,32.15,18.31,49.27,10.510000000000002,0.9,2.67,direct_overlay,False,0,direct_overlay,9.918793503480279,43.315384615384616,2.9268807790674796,73.34947795823666,21.965794830894165,30.80387425724166,253.30104408352668,206.4916491862618,409.45462429747516
Province 5,Kapilbastu,Banganga Nagarpalika,27.65,83.15,7.23,2.34,0.13,104.73,137.69,35.97,19.53,43.77,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,13.57308584686775,40.28076923076923,1.1241658469407827,97.604060324826,21.297388385686236,10.043000810184033,204.791879350348,214.14490298389256,459.69593803935464
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.65,83.0,7.2,1.96,0.11,188.6,330.88,35.25,21.44,47.34,10.510000000000002,0.9,2.5,direct_overlay,False,0,direct_overlay,11.368909512761022,72.53846153846153,2.70145976785363,81.17401392111368,37.383383901481345,28.71069628088747,237.65197215777263,29.9602543280386,414.5201150002523
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.65,83.4,7.2,1.81,0.1,73.34,74.94,36.51,20.3,42.94,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.498839907192576,28.20769230769231,0.6118453669093055,74.96171693735499,15.132732464751026,6.947349459505189,250.07656612529001,284.73021327860073,467.18741430799747
Province 5,Rupandehi,Devdaha Nagarpalika,27.65,83.6,6.24,1.68,0.09,50.05,103.37,43.53,13.17,45.12,11.36,4.34,3.34,direct_overlay,False,0,direct_overlay,9.74477958236659,19.25,0.8439612433602202,53.674245939675174,12.93744547563805,17.709368563279956,292.6515081206496,309.8662493039443,441.14332807686253
Province 5,Rupandehi,Kanchan Gaunpalika,27.65,83.3,6.87,1.53,0.09,59.94,82.14,38.83,18.64,44.44,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,8.874709976798144,23.053846153846152,0.6706295494786543,58.38671693735498,13.457549672050686,10.945228885938871,283.22656612529005,303.9110562550197,457.51254609602796
Province 5,Rupandehi,Sudhdhodhan Gaunpalika,27.65,83.35,7.02,1.75,0.09,65.89,58.16,34.8,20.67,44.65,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,10.150812064965198,25.342307692307692,0.4748455636435175,69.37064965197214,14.375779716223454,6.310959227772205,261.2587006960557,293.3973222492414,468.72747866879126
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.2,7.27,2.02,0.13,99.81,178.68,34.86,21.23,43.16,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,11.7169373549884,38.38846153846154,1.4588274640960062,85.05324825986078,19.987965398001073,14.303092353268278,229.89350348027844,229.1377961928877,449.38651650509075
Province 5,Kapilbastu,Banganga Nagarpalika,27.7,83.15,7.35,1.96,0.15,97.83,211.47,32.55,24.2,43.38,9.81,2.71,3.34,direct_overlay,False,0,direct_overlay,11.368909512761022,37.62692307692308,1.7265404288805821,84.07308584686776,19.16660829020168,16.232165469929065,231.8538283062645,238.54233507719078,444.71815956277163
Province 5,Rupandehi,Sainamaina Nagarpalika,27.7,83.3,7.31,1.83,0.1,73.99,114.85,38.24,18.79,45.36,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,10.614849187935036,28.457692307692305,0.9376893566791263,77.77499999999999,14.756218398625737,9.658228620286316,244.45000000000002,289.0412993357353,460.6270867389071
Province 5,Rupandehi,Sainamaina Nagarpalika,27.7,83.35,7.23,1.92,0.1,59.48,86.23,38.23,14.69,45.44,11.7,3.47,3.34,direct_overlay,False,0,direct_overlay,11.1368909512761,22.876923076923074,0.7040222309659648,80.08538283062644,12.387797965375688,7.436523515319179,239.8292343387471,316.15971329644833,466.0036130929276
Province 5,Palpa,Mathagadhi Gaunpalika,27.75,83.6,6.32,3.45,0.17,90.22,262.48,46.46,14.85,39.36,7.35,3.47,3.34,direct_overlay,False,0,direct_overlay,20.011600928074248,34.699999999999996,2.143010033444816,112.94547563805106,23.995452436194892,23.346621453117038,174.10904872389787,183.2520696055685,427.5011760834567
Province 5,Dang,Gadhawa Gaunpalika,27.8,82.55,7.33,1.88,0.11,142.85,272.26,46.05,16.54,36.22,12.63,1.08,3.34,direct_overlay,False,0,direct_overlay,10.904872389791183,54.942307692307686,2.2228585481015144,80.2707656612529,27.91217414777797,22.01337156424096,239.4584686774942,138.40560600794223,430.7276408145368
Province 5,Dang,Gadhawa Gaunpalika,27.8,82.6,7.37,2.17,0.11,148.9,311.55,42.78,21.81,35.8,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,12.587006960556844,57.26923076923077,2.5436405665945307,93.5088747099768,28.905770982063178,21.565484640064984,212.9822505800464,127.02892225537661,431.8115271710427
Province 5,Dang,Gadhawa Gaunpalika,27.8,82.7,7.39,2.45,0.12,135.36,340.78,45.44,24.97,32.04,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,14.211136890951277,52.06153846153847,2.782288018886484,106.05771461716937,26.199633064875965,20.88123634976049,187.88457076566127,158.0142014071702,433.4674080335796
Province 5,Arghakhanchi,Sitganga Nagarpalika,27.8,82.95,6.24,2.8,0.1,47.08,207.55,73.13,11.77,15.74,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,16.241299303944313,18.107692307692307,1.6945357072594924,89.45707656612528,14.574588613242904,23.046348101273114,221.08584686774944,291.12096037836875,428.22783759491904
Province 5,Palpa,Tinau Gaunpalika,27.8,83.45,6.4,3.45,0.14,112.92,311.83,47.87,12.47,39.87,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,20.011600928074248,43.43076923076923,2.545926618138894,115.66705336426917,28.15912011422452,26.718281431706316,168.66589327146167,135.57807469212923,419.3417589352707
Province 5,Palpa,Tinau Gaunpalika,27.8,83.4,6.24,3.05,0.12,87.66,235.9,56.32,11.24,31.95,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,17.691415313225058,33.715384615384615,1.925998426126303,97.44431554524361,22.87135820096377,24.286853866950423,205.11136890951278,196.12294859896485,425.22581364198
Province 5,Palpa,Tinau Gaunpalika,27.8,83.5,6.55,2.91,0.12,112.95,269.63,42.62,14.42,42.94,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,16.879350348027845,43.44230769230769,2.2013859925240995,101.86687935034803,26.735375858914868,24.970036539805367,196.26624129930394,151.87994641542474,423.572511573671
Province 5,Palpa,Purbakhola Gaunpalika,27.8,83.7,6.43,3.33,0.14,101.33,255.44,38.68,17.0,44.38,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,19.31554524361949,38.973076923076924,2.0855321660436745,112.62894431554523,25.621976541584864,22.271221887356333,174.74211136890955,164.62836859885329,430.1036430325977
Province 5,Palpa,Nisdi Gaunpalika,27.8,83.85,6.31,2.8,0.14,67.9,193.83,38.86,16.06,46.2,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,16.241299303944313,26.115384615384617,1.5825191815856778,91.38979118329463,18.469009013028735,20.85624169654992,217.22041763341073,246.529846800821,433.5278950943492
Province 5,Palpa,Rainadevi chhahara Gaunpalika,27.8,83.25,5.97,3.12,0.11,55.6,256.46,74.54,10.63,17.62,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,18.097447795823665,21.384615384615383,2.093859925240999,91.37401392111367,17.023564072818132,28.967364606451955,217.25197215777266,263.0801913662324,413.8989776523863
Province 5,Dang,Lamahi Nagarpalika,27.85,82.55,7.7,2.02,0.1,97.56,253.68,37.17,32.71,30.58,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,11.7169373549884,37.52307692307692,2.0711626991933896,93.61832946635731,16.936625468499017,13.207636372884783,212.76334106728538,264.07563838568626,452.0375199776188
