province,district,palika,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,maize_urea_total,maize_dap,maize_mop,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,OC,P_Olsen,Exch_K,n_supply,p_supply,k_supply,rec_N_kg_ha,rec_P2O5_kg_ha,rec_K2O_kg_ha
Province 5,Dang,Babai Gaunpalika,28.2,82.15,6.8,3.03,0.15,253.93,565.27,47.87,15.88,36.21,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,17.575406032482597,97.66538461538461,4.615129844579971,113.53712296983758,53.01563894342316,44.03288804119726,172.92575406032483,0.0,377.4404109403026
Province 5,Dang,Babai Gaunpalika,28.2,82.1,6.77,2.87,0.15,172.64,458.32,48.17,19.49,35.12,12.63,1.08,2.67,direct_overlay,False,0,direct_overlay,16.647331786542924,66.39999999999999,3.741939799331103,106.69274941995359,37.29928059744779,38.11875910342577,186.61450116009283,30.9232371592228,391.75260296970964
Province 5,Dang,Tulsipur Upamahanagarpalika,28.2,82.25,6.68,3.28,0.14,215.92,550.92,44.89,16.56,37.72,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,19.02552204176334,83.04615384615384,4.497969702931338,119.02366589327146,46.6424643940746,42.808752661652505,161.9526682134571,0.0,380.4028185588009
Province 5,Rolpa,Runtigadi Gaunpalika,28.2,82.5,6.99,2.48,0.12,165.64,523.7,44.93,19.05,37.47,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,14.385150812064966,63.7076923076923,4.275732834939996,97.57447795823667,34.42134383366053,43.19605225562398,204.85104408352666,63.87561310458694,379.46555354138997
Province 5,Gulmi,Isma Gaunpalika,28.2,83.2,6.03,3.49,0.16,140.6,240.64,56.39,6.89,37.04,8.28,1.08,3.34,direct_overlay,False,0,direct_overlay,20.24361948955917,54.07692307692307,1.9646980129844576,104.27488399071929,34.12053998973764,24.000901528290353,191.45023201856142,67.31981711750406,425.91781830153735
Province 5,Bardiya,Gulariya Nagarpalika,28.25,81.3,7.42,1.49,0.09,105.64,205.88,35.18,22.63,41.17,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,8.642691415313225,40.63076923076923,1.6809010426913236,64.94118329466356,20.29058009102267,18.56509235619782,270.11763341067285,225.67285795779043,439.07247649800127
Province 5,Bardiya,Gulariya Nagarpalika,28.25,81.35,7.71,1.58,0.09,93.86,224.08,32.1,22.03,42.97,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.164733178654293,36.1,1.8294943930749556,73.38201856148493,16.567902262180976,14.102887613721787,253.23596287703015,268.2975190980278,449.8710119747933
Province 5,Bardiya,Bansagadhi Nagarpalika,28.25,81.45,6.88,1.51,0.09,105.64,230.19,35.69,20.8,42.55,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,8.758700696055685,40.63076923076923,1.879379303560889,57.7723897911833,22.19395074067464,30.806907320865903,284.4552204176334,203.87926401927535,409.44728428350453
Province 5,Bardiya,Bansagadhi Nagarpalika,28.25,81.5,6.73,1.71,0.09,110.62,188.05,34.28,24.39,42.16,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.918793503480279,42.54615384615385,1.5353285461341726,62.89506960556845,23.81965276414421,24.870073001154598,274.2098607888631,185.2649758505488,423.8144233372059
Province 5,Bardiya,Bansagadhi Nagarpalika,28.25,81.55,6.74,1.56,0.09,100.01,227.53,38.19,20.22,41.52,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.048723897911833,38.465384615384615,1.8576618138894352,57.531786542923435,21.532606460824557,32.23119729057569,284.9364269141531,211.4516560235588,406.0005025568068
Province 5,Bardiya,Bansagadhi Nagarpalika,28.25,81.6,7.17,1.78,0.1,106.94,240.93,34.65,20.53,45.26,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,10.324825986078887,41.130769230769225,1.9670657092268344,73.19269141531322,21.705684209352132,23.16788733306138,253.61461716937356,209.46991580291808,427.93371265399145
Province 5,Banke,Baijanath Gaunpalika,28.25,81.65,7.47,2.0,0.13,112.14,227.49,36.82,18.92,43.51,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,11.600928074245939,43.13076923076923,1.857335235097383,88.15545243619488,21.23873148313404,15.377225492666563,223.68909512761024,214.81652451811524,446.78711430774695
Karnali,Salyan,Kapurkot Gaunpalika,28.25,82.35,6.46,3.59,0.17,184.96,499.18,46.53,20.26,29.5,7.74,1.08,2.5,direct_overlay,False,0,direct_overlay,20.82366589327146,71.13846153846154,4.075540035412158,122.48480278422272,42.08641348384794,40.08476783640903,155.03039443155456,0.0,386.99486183589016
Karnali,Salyan,Kapurkot Gaunpalika,28.25,82.4,6.65,3.13,0.13,185.36,573.94,41.94,19.91,39.62,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,18.155452436194896,71.2923076923077,4.68591579775723,112.65458236658932,40.6581934343209,47.26820116821717,174.69083526682135,0.0,369.61095317291444
Province 5,Bardiya,Madhuwan Nagarpalika,28.3,81.25,6.31,1.71,0.09,130.63,212.85,34.82,24.64,42.77,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,9.918793503480279,50.24230769230769,1.7378073972063741,55.813051044083515,28.425922262627164,34.829579024293956,288.37389791183296,132.52319009291895,399.7124187612086
Province 5,Bardiya,Barbardiya Nagarpalika,28.3,81.35,7.64,2.21,0.13,74.05,193.61,30.5,29.97,40.09,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,12.819025522041763,28.48076923076923,1.580722998229392,101.11647331786541,12.693384615384618,10.042176476539657,197.76705336426917,312.66074615384616,459.697932926774
Province 5,Bardiya,Madhuwan Nagarpalika,28.3,81.3,7.36,1.99,0.11,135.86,287.86,35.0,24.77,42.8,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,11.54292343387471,52.253846153846155,2.3502242770017703,85.55614849187936,26.43073282170266,21.62672902447886,228.8877030162413,155.36810919150454,431.6633157607611
Province 5,Bardiya,Barbardiya Nagarpalika,28.3,81.4,7.46,1.66,0.11,67.95,163.3,33.61,22.06,43.97,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.62877030162413,26.134615384615383,1.3332579185520363,73.00533642691416,12.845557112261288,13.00020729631857,253.9893271461717,310.9183710646082,452.53949834290904
Province 5,Rolpa,Rolpa Nagarpalika,28.3,82.6,6.71,2.08,0.11,194.69,617.35,45.21,19.8,35.55,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,12.064965197215777,74.88076923076923,5.040335431831594,76.0937354988399,40.59878136712476,70.16543454174946,247.8125290023202,0.0,314.1996484089663
Karnali,Salyan,Chhatreshwori Gaunpalika,28.3,82.2,6.57,3.01,0.13,229.27,395.47,48.37,18.91,32.38,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,17.459396751740137,88.18076923076923,3.228802872319496,105.96107888631089,49.208475827681596,35.17997371512903,188.07784222737823,0.0,398.86446360938777
Karnali,Salyan,Kalimati Gaunpalika,28.3,82.1,6.68,3.63,0.17,176.89,361.36,50.91,14.51,35.88,8.28,1.08,2.67,direct_overlay,False,0,direct_overlay,21.05568445475638,68.03461538461538,2.9503128073972062,131.7243619489559,39.68297126539353,25.630260505880894,136.5512761020882,3.6299790112440458,421.9747695757682
Province 5,Rolpa,Suwarnabati Gaunpalika,28.3,82.7,6.73,1.83,0.1,204.0,632.96,42.75,14.21,42.85,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,10.614849187935036,78.46153846153845,5.167782805429864,67.30875870069606,41.956052148402634,79.1715326594694,265.3824825986079,0.0,292.404890964084
Province 5,Rolpa,Tribeni Gaunpalika,28.3,82.45,6.75,2.69,0.13,165.96,607.02,39.78,19.71,39.44,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,15.60324825986079,63.830769230769235,4.955996458784182,99.47070765661253,35.84057675575585,54.06118054867261,201.05858468677494,47.62539614659555,353.1719430722123
