year,study,dataset_type,district,site,latitude,longitude,variety,treatment_code,treatment,adjusted_yield_kg_ha,yield_t_ha,treatment_label
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.488185559399422,81.7456082906574,All maize,T1,N0-P0-K0,6244.0,6.244,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.488267324864864,81.74409845843911,All maize,T1,N0-P0-K0,3376.0,3.376,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.492348263971508,81.74318784847856,All maize,T1,N0-P0-K0,3458.0,3.458,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.488538186065853,81.74532640725374,All maize,T1,N0-P0-K0,6216.0,6.216,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.492390592582524,81.7429508920759,All maize,T1,N0-P0-K0,8285.0,8.285,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.48810940980912,81.74563670530915,All maize,T2,N0-P60-K40,7885.0,7.885,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.488227846100926,81.7440785933286,All maize,T2,N0-P60-K40,7007.0,7.007,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.492406769655645,81.74315012991428,All maize,T2,N0-P60-K40,6279.0,6.279,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.488590279594064,81.74529841169715,All maize,T2,N0-P60-K40,8937.0,8.937,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Ramghat,28.49240509327501,81.74295701086521,All maize,T2,N0-P60-K40,10931.0,10.931,0–60–40 (−N)
