year,study,dataset_type,district,site,latitude,longitude,variety,variety_group,treatment_code,treatment,treatment_role,N_rate_kg_ha,P_rate_kg_ha,K_rate_kg_ha,adjusted_yield_kg_ha,yield_t_ha
2017,2017 core trial,trial,Dang,Laxmipur,27.99116667,82.51854,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,6907.0,6.907
2017,2017 core trial,trial,Dang,Laxmipur,27.96773667,82.48896833,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,6871.0,6.871
2017,2017 core trial,trial,Dang,Laxmipur,27.98071,82.46873667,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,8471.0,8.471
2017,2017 core trial,trial,Dang,Laxmipur,27.99108,82.518285,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7844.0,7.844
2017,2017 core trial,trial,Dang,Laxmipur,27.96771333,82.48884167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7800.0,7.8
2017,2017 core trial,trial,Dang,Panchakule,28.13445833,82.1212,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,8195.0,8.195
2017,2017 core trial,trial,Dang,Panchakule,28.13311,82.105505,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,8021.0,8.021
2017,2017 core trial,trial,Dang,Panchakule,28.13447,82.12125667,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,7859.0,7.859
2017,2017 core trial,trial,Dang,Panchakule,28.13314833,82.10539333,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,8612.0,8.612
2017,2017 core trial,trial,Dang,Panchakule,28.13441667,82.12115,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,8806.0,8.806
2017,2017 core trial,trial,Dang,Panchakule,28.133135,82.10542,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,8202.0,8.202
2017,2017 core trial,trial,Dang,Panchakule,28.13447833,82.12133333,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,7749.0,7.749
2017,2017 core trial,trial,Dang,Panchakule,28.13318667,82.10545833,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,7313.0,7.313
2017,2017 core trial,trial,Dang,Panchakule,28.13446,82.12135,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,3192.0,3.192
2017,2017 core trial,trial,Dang,Panchakule,28.133175,82.10541,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,8221.0,8.221
2017,2017 core trial,trial,Dang,Pawannagar,28.16123333,82.25536,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,4892.0,4.892
2017,2017 core trial,trial,Dang,Pawannagar,28.15931167,82.25437167,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,6152.0,6.152
2017,2017 core trial,trial,Dang,Pawannagar,28.17067167,82.26006667,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,5792.0,5.792
2017,2017 core trial,trial,Dang,Pawannagar,28.16109833,82.25559,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,3877.0,3.877
2017,2017 core trial,trial,Dang,Pawannagar,28.15930833,82.25446,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,7732.0,7.732
2017,2017 core trial,trial,Dang,Pawannagar,28.17067,82.26011,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,7704.0,7.704
2017,2017 core trial,trial,Dang,Pawannagar,28.16123833,82.25545833,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,5449.0,5.449
2017,2017 core trial,trial,Dang,Pawannagar,28.15941,82.25444,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,7090.0,7.09
2017,2017 core trial,trial,Dang,Pawannagar,28.17065,82.26013167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,6965.0,6.965
2017,2017 core trial,trial,Dang,Pawannagar,28.16122167,82.25545167,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,7448.0,7.448
2017,2017 core trial,trial,Dang,Pawannagar,28.15926,82.25442167,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,8369.0,8.369
2017,2017 core trial,trial,Dang,Pawannagar,28.170775,82.260105,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,8253.0,8.253
2017,2017 core trial,trial,Dang,Pawannagar,28.16121,82.25546167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,5811.0,5.811
2017,2017 core trial,trial,Dang,Pawannagar,28.15932,82.25446333,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,8997.0,8.997
2017,2017 core trial,trial,Dang,Pawannagar,28.17078,82.26013167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,6706.0,6.706
2017,2017 core trial,trial,Dang,Purandhara,28.19831167,82.10394,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,7460.0,7.46
2017,2017 core trial,trial,Dang,Purandhara,28.19368833,82.094185,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,6381.0,6.381
2017,2017 core trial,trial,Dang,Purandhara,28.19829333,82.10390167,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,6758.0,6.758
2017,2017 core trial,trial,Dang,Purandhara,28.193815,82.094045,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,6201.0,6.201
2017,2017 core trial,trial,Dang,Purandhara,28.182795,82.09853333,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,8893.0,8.893
2017,2017 core trial,trial,Dang,Purandhara,28.19844333,82.10414167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,8179.0,8.179
2017,2017 core trial,trial,Dang,Purandhara,28.19381667,82.09396167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,5715.0,5.715
2017,2017 core trial,trial,Dang,Purandhara,28.18305667,82.09859167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,8267.0,8.267
2017,2017 core trial,trial,Dang,Purandhara,28.19844167,82.10388,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,7236.0,7.236
2017,2017 core trial,trial,Dang,Purandhara,28.193805,82.09411667,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,7562.0,7.562
2017,2017 core trial,trial,Dang,Purandhara,28.183085,82.09852333,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,8088.0,8.088
2017,2017 core trial,trial,Dang,Purandhara,28.19837667,82.10386333,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7498.0,7.498
2017,2017 core trial,trial,Dang,Purandhara,28.19380333,82.09407167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7387.0,7.387
2017,2017 core trial,trial,Dang,Purandhara,28.18318167,82.09842167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,7510.0,7.51
2017,2017 core trial,trial,Dang,Shantinagar,28.16917833,82.23504167,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,3406.0,3.406
2017,2017 core trial,trial,Dang,Shantinagar,28.15920667,82.228755,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,8226.0,8.226
2017,2017 core trial,trial,Dang,Shantinagar,28.16912167,82.23516167,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,8885.0,8.885
2017,2017 core trial,trial,Dang,Shantinagar,28.15925167,82.22883,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,8520.0,8.52
2017,2017 core trial,trial,Dang,Shantinagar,28.15931667,82.22884167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,9314.0,9.314
2017,2017 core trial,trial,Dang,Shantinagar,28.16774,82.22640167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,8839.0,8.839
2017,2017 core trial,trial,Dang,Shantinagar,28.16922667,82.23515,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,9097.0,9.097
2017,2017 core trial,trial,Dang,Shantinagar,28.15929667,82.228805,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,8662.0,8.662
2017,2017 core trial,trial,Dang,Shantinagar,28.15921,82.22875833,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,8586.0,8.586
2017,2017 core trial,trial,Dang,Shantinagar,28.16785667,82.22621167,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,8487.0,8.487
2017,2017 core trial,trial,Dang,Shreegau,28.09895,82.164535,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,5089.0,5.089
2017,2017 core trial,trial,Dang,Shreegau,28.11225333,82.18996167,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,6687.0,6.687
2017,2017 core trial,trial,Dang,Shreegau,28.10806,82.18275333,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,3718.0,3.718
2017,2017 core trial,trial,Dang,Shreegau,28.09894333,82.16462833,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,5637.0,5.637
2017,2017 core trial,trial,Dang,Shreegau,28.11216667,82.190005,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,6920.0,6.92
2017,2017 core trial,trial,Dang,Shreegau,28.10803667,82.182595,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,6266.0,6.266
2017,2017 core trial,trial,Dang,Shreegau,28.09899833,82.164525,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,5692.0,5.692
2017,2017 core trial,trial,Dang,Shreegau,28.11215,82.18997333,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,6049.0,6.049
2017,2017 core trial,trial,Dang,Shreegau,28.108095,82.18262,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,6725.0,6.725
