year,study,dataset_type,district,site,variety_group,comparator_yield_t_ha,treatment_yield_t_ha,latitude,longitude,yield_response_t_ha,relative_yield_pct,strategy_role
2019,2019 Hybrid strategy block,Demo,Palpa,Devinagar,Hybrid,9.906356592186047,12.121612406139537,27.808506649453193,83.69872747454792,2.2152558139534904,122.36196318332456,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Ajaya Gharti,Hybrid,11.216279069767445,10.976469767441861,28.21760647231713,82.38457204308361,-0.23980930232558428,97.8619531411984,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Prem buda,Hybrid,11.965116279069766,7.327401162790697,28.24862391455099,82.33086093328893,-4.637715116279069,61.239698736637514,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Tham kumari mahatara,Hybrid,11.1160011627907,11.541860465116281,28.25884860008955,82.33737191185355,0.42585930232558056,103.83104765903666,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Babiyachaur,Hybrid,12.835737209302325,14.040697674418603,28.80525755463168,81.40035489108413,1.2049604651162777,109.38754389769696,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Kalyan,Hybrid,8.723546511627907,10.111174418604653,28.503699686843902,81.73831871710718,1.3876279069767463,115.9066946582692,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Kunathari,Hybrid,8.20813953488372,9.91936046511628,28.713505659252405,81.50716845877469,1.7112209302325603,120.84785380365494,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Lekhpharsa,Hybrid,9.169844186046511,6.459767441860465,28.461782312951982,81.78096902556717,-2.710076744186046,70.44577105999367,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Maintada-2,Hybrid,3.642953488372093,8.06268023255814,28.448717021383345,81.79671539459378,4.419726744186047,221.32262347826645,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Ramghat,Hybrid,10.607882558139536,10.910787790697674,28.489389923634008,81.74336735741235,0.30290523255813717,102.85547309652023,demo_zn_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Dhikpur,Hybrid,8.047448255813952,9.90911104651163,28.028523592511192,82.37393645569682,1.861662790697677,123.13357888760207,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Laxmipur,Hybrid,12.28546511627907,9.82186046511628,27.98344635637477,82.49109773430973,-2.4636046511627896,79.9469973025413,demo_pcu_half_n_hybrid
