year,study,dataset_type,district,site,government_recommendation,n_omission,latitude,longitude,response_t_ha,nutrient,yield_response_t_ha,AE_N_kg_kg,p_omission,AE_P_kg_kg,k_omission,AE_K_kg_kg
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Lekhpharsa,8.474728682170543,8.376213178294574,28.464984645,81.795062925,0.0985155038759693,N,0.0985155038759693,0.8209625322997441,,,,
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-1,8.949492248062016,7.342633720930232,28.44363555,81.80001288,1.6068585271317843,N,1.6068585271317843,13.390487726098202,,,,
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-2,8.762003875968992,6.901953488372093,28.4252522925,81.79800271583335,1.8600503875968988,N,1.8600503875968988,15.500419896640825,,,,
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-7,,6.669767441860466,28.44627709,81.81803668,,N,,,,,,
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-8,,8.837209302325583,28.43198979,81.80341761,,N,,,,,,
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Ramghat,8.903693798449613,8.122302325581396,28.488454214999997,81.74248673166667,0.7813914728682168,N,0.7813914728682168,6.511595607235139,,,,
2019,2019 T1-T10 core trial,Trial,Dang,Dhikpur,8.777121511627907,7.228915116279069,28.040327512426302,82.37347383750603,1.5482063953488385,N,1.5482063953488385,12.901719961240321,,,,
2019,2019 T1-T10 core trial,Trial,Dang,Laxmipur,11.619877325581394,8.489523837209301,27.978487475775182,82.46625130064785,3.1303534883720925,N,3.1303534883720925,26.08627906976744,,,,
2019,2019 T1-T10 core trial,Trial,Dang,Panchakule,9.917432558139534,8.839681395348837,28.134322289843112,82.12076331255957,1.0777511627906975,N,1.0777511627906975,8.981259689922478,,,,
2019,2019 T1-T10 core trial,Trial,Dang,Shantinagar,8.61302034883721,7.448930232558139,28.165802172152326,82.22751460270956,1.1640901162790716,N,1.1640901162790716,9.700750968992262,,,,
2019,2019 T1-T10 core trial,Trial,Dang,Shreegau,8.656330813953488,6.41404534883721,28.109610008541495,82.18605806585401,2.2422854651162787,N,2.2422854651162787,18.685712209302324,,,,
2019,2019 T1-T10 core trial,Trial,Doti,Chhatiwan,9.414713546511628,8.098835697674419,29.080788869177923,80.59056403348222,1.315877848837209,N,1.315877848837209,10.965648740310074,,,,
2019,2019 T1-T10 core trial,Trial,Doti,Dipayal,8.507053310077518,8.59045569767442,29.254705267958343,80.93252466525882,-0.08340238759690166,N,-0.08340238759690166,-0.6950198966408472,,,,
2019,2019 T1-T10 core trial,Trial,Doti,Ghanteshwor,9.174986976744185,8.325494186046512,29.124538449570537,80.5812612567097,0.8494927906976724,N,0.8494927906976724,7.07910658914727,,,,
2019,2019 T1-T10 core trial,Trial,Kavre,Bhakundebesi,8.723448191860466,4.507763058139535,27.5569936260581,85.66746931057423,4.215685133720932,N,4.215685133720932,35.130709447674434,,,,
2019,2019 T1-T10 core trial,Trial,Kavre,Rabiopi,7.813370494186046,3.7852552180232557,27.650288147851825,85.57620677165687,4.02811527616279,N,4.02811527616279,33.56762730135658,,,,
2019,2019 T1-T10 core trial,Trial,Makwanpur,Radha Tiwari,6.698701836046512,4.570539779069768,,,2.128162056976744,N,2.128162056976744,17.734683808139533,,,,
2019,2019 T1-T10 core trial,Trial,Nuwakot,Dip Acharya,6.801547209302324,8.41852391860465,27.88492251187563,85.1501188846305,-1.6169767093023264,N,-1.6169767093023264,-13.47480591085272,,,,
2019,2019 T1-T10 core trial,Trial,Nuwakot,Ramchandra Acharya,8.012322523255815,1.7737178720930233,27.88433014182374,85.15046836808324,6.238604651162792,N,6.238604651162792,51.988372093023266,,,,
2019,2019 T1-T10 core trial,Trial,Palpa,Chidi pani,7.849728665302326,8.864534882232558,27.866841395152733,83.54838381288573,-1.014806216930232,N,-1.014806216930232,-8.4567184744186,,,,
2019,2019 T1-T10 core trial,Trial,Palpa,Devinagar,8.501498065104652,7.871434107005815,27.80937292962335,83.69690275518224,0.6300639580988374,N,0.6300639580988374,5.250532984156979,,,,
2019,2019 T1-T10 core trial,Trial,Palpa,Khasyauli,7.471317812616279,5.131782948837209,27.884687294717878,83.47848374862224,2.33953486377907,N,2.33953486377907,19.49612386482558,,,,
2019,2019 T1-T10 core trial,Trial,Salyan,Jhuplal gharti,10.973156976744189,9.42674418604651,28.21789258858189,82.384795085527,1.5464127906976781,N,1.5464127906976781,12.886773255813983,,,,
2019,2019 T1-T10 core trial,Trial,Salyan,Sharadha sharma,,11.232558139534884,28.229172786232084,82.35286355484277,,N,,,,,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Babiyachaur,12.879354279069767,10.220610465116279,28.805162797216326,81.3999139610678,2.658743813953489,N,2.658743813953489,22.156198449612408,,,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Kalyan,9.480886627906976,8.047848837209303,28.501456595258787,81.7419852130115,1.4330377906976732,N,1.4330377906976732,11.941981589147277,,,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Kunathari,8.941865697674418,7.542087209302327,28.714272551005706,81.50841878727078,1.3997784883720907,N,1.3997784883720907,11.66482073643409,,,,
